,GSM00001
HDAC11,-0.00000325
STK31,-0.00000327
PBX4,-0.00000327
ALDH1B1,-0.00000327
SSH2,-0.00000327
MAATS1,-0.00000328
IQUB,-0.00000328
KLC2,-0.00000329
OPTN,-0.00000329
PROM2,-0.0000033
LRRC27,-0.0000033
KRT33A,-0.0000033
MARCKSL1,-0.00000331
EXOC1,-0.00000331
RGL1,-0.00000332
DRD3,-0.00000332
SSC4D,-0.00000332
LIPC,-0.00000334
SDR9C7,-0.00000334
NFKBID,-0.00000334
PAIP2B,-0.00000334
PSD4,-0.00000334
ALKBH6,-0.00000334
B3GNT5,-0.00000335
CNNM2,-0.00000335
LPGAT1,-0.00000335
BOK,-0.00000336
HERC3,-0.00000336
FABP3,-0.00000337
SPATS2L,-0.00000337
BORCS6,-0.00000337
NEIL1,-0.00000337
NANOS1,-0.00000338
WFDC3,-0.00000339
TEX13A,-0.00000339
ARHGAP30,-0.00000339
LGMN,-0.00000339
F11,-0.00000339
CHIL3,-0.0000034
CAR2,-0.0000034
MID1,-0.00000341
C3,-0.00000341
AIRE,-0.00000342
RNF222,-0.00000343
MYLK3,-0.00000343
CCL2,-0.00000344
HDDC2,-0.00000344
CFAP52,-0.00000344
TMEM169,-0.00000344
SLCO1A5,-0.00000345
CHIC1,-0.00000345
FGF22,-0.00000345
GTF3C3,-0.00000346
EZH1,-0.00000347
C2CD2L,-0.00000347
SPATA16,-0.00000347
TPSG1,-0.00000347
CD55,-0.00000349
GAS2,-0.00000349
FITM2,-0.00000349
NME8,-0.0000035
PWWP2B,-0.00000351
FAM187B,-0.00000351
CCNY,-0.00000352
LPIN3,-0.00000352
RASGRP2,-0.00000353
KLHL2,-0.00000353
AHR,-0.00000355
CSPG4,-0.00000355
CCDC85B,-0.00000355
ZNRF1,-0.00000356
WDR63,-0.00000356
PRR5,-0.00000356
NOBOX,-0.00000357
PREX1,-0.00000357
SLC22A30,-0.00000357
RPS6KL1,-0.00000358
MYBPHL,-0.00000358
CETN1,-0.00000359
CCDC30,-0.00000359
ACVRL1,-0.00000359
CRK,-0.0000036
COX16,-0.0000036
PRPF40B,-0.00000362
PSMB8,-0.00000362
ZFP3,-0.00000362
RAB27B,-0.00000363
AKAP4,-0.00000363
ACSS2,-0.00000363
MFHAS1,-0.00000363
IFITM7,-0.00000363
MYLK4,-0.00000366
DCDC2A,-0.00000366
MYBPC1,-0.00000366
TBC1D30,-0.00000367
SGCG,-0.00000368
KCTD16,-0.00000368
SLC9A9,-0.00000368
AP1S3,-0.00000368
RGS5,-0.00000369
PTPDC1,-0.00000369
PPP1R3D,-0.00000369
CCDC13,-0.00000369
SERPINA10,-0.0000037
P2RX1,-0.0000037
C4BP,-0.00000371
OAS2,-0.00000371
LSG1,-0.00000371
SPRYD3,-0.00000371
ABI1,-0.00000372
GPR173,-0.00000372
SPA17,-0.00000373
SH3PXD2A,-0.00000373
PRSS2,-0.00000374
CAMKK1,-0.00000374
PAQR6,-0.00000374
ACACB,-0.00000375
POU2AF1,-0.00000376
RAG1,-0.00000376
REG4,-0.00000377
SDS,-0.00000377
RALGAPA2,-0.00000377
CCDC180,-0.00000378
PSAT1,-0.00000378
ZCCHC3,-0.00000379
ACAP1,-0.00000379
TMEM97,-0.0000038
CAMK1,-0.0000038
ZBED3,-0.0000038
MORF4L2,-0.00000381
NDUFV1,-0.00000381
RHOF,-0.00000381
ABCC5,-0.00000382
SNX25,-0.00000382
COA3,-0.00000383
GPD1,-0.00000384
CLRN3,-0.00000384
CTXN1,-0.00000385
RSPH9,-0.00000386
SLC9A3R1,-0.00000386
HCAR1,-0.00000386
CARD11,-0.00000387
SNCG,-0.00000388
DCUN1D4,-0.00000388
PDLIM2,-0.00000389
SNX20,-0.00000389
KLHDC1,-0.00000391
PGC,-0.00000392
IL13,-0.00000392
SLC1A4,-0.00000392
KRT31,-0.00000394
EFCAB1,-0.00000394
RND2,-0.00000395
DCAF5,-0.00000395
KCNE2,-0.00000395
KRT34,-0.00000396
SNX12,-0.00000396
RGS12,-0.00000396
ZMYND10,-0.00000397
GLRA3,-0.00000397
CDR2,-0.00000399
MS4A8A,-0.00000399
SLC39A11,-0.00000399
LRRC61,-0.000004
SLC25A27,-0.00000401
REM2,-0.00000401
PPP4R4,-0.00000402
RIN3,-0.00000403
AAGAB,-0.00000405
TM4SF4,-0.00000405
HSPB6,-0.00000405
C8B,-0.00000406
STAT1,-0.00000407
DHX58,-0.00000408
DHRS7B,-0.00000408
NAT3,-0.0000041
KLHL35,-0.0000041
SLC4A5,-0.00000411
COX6A2,-0.00000412
EFCAB10,-0.00000412
THSD1,-0.00000413
WDR54,-0.00000413
MARK4,-0.00000414
MEF2B,-0.00000415
PHKA2,-0.00000415
VSIG8,-0.00000415
EEPD1,-0.00000416
TBCD,-0.00000416
PCDHB4,-0.00000417
SLC2A13,-0.00000417
GM17455,-0.00000417
RLBP1,-0.00000418
MIA3,-0.00000418
ZFP667,-0.00000418
SLC16A7,-0.00000418
ADGRF1,-0.00000419
VIP,-0.00000419
PPP1CA,-0.00000419
CDK5,-0.0000042
SGK3,-0.00000422
SEMA6C,-0.00000422
CABP4,-0.00000422
IL6,-0.00000422
PNKD,-0.00000423
RAB3A,-0.00000423
MEIG1,-0.00000424
ZFP692,-0.00000424
SH3YL1,-0.00000424
VEGFB,-0.00000424
LGALS8,-0.00000425
CH25H,-0.00000426
SLC22A14,-0.00000427
ATP10B,-0.00000427
RARA,-0.00000427
TRY5,-0.00000428
PICK1,-0.00000428
FSIP1,-0.00000428
IBA57,-0.00000428
FBXL7,-0.00000428
NKRF,-0.00000429
CACFD1,-0.0000043
INSIG2,-0.00000431
SFTPB,-0.00000431
ELOVL5,-0.00000432
DPT,-0.00000433
OLFM4,-0.00000435
GABRQ,-0.00000436
ADORA3,-0.00000436
GP2,-0.00000437
CD99L2,-0.00000438
WAS,-0.00000439
PPM1M,-0.0000044
PPP1R42,-0.00000441
TCP10B,-0.00000442
OLFR15,-0.00000443
GPRASP1,-0.00000443
TSSK3,-0.00000444
FZD3,-0.00000444
EFHB,-0.00000444
A2M,-0.00000445
ASB13,-0.00000446
KIF12,-0.00000446
CERKL,-0.00000446
PRPS1,-0.00000447
RGR,-0.00000447
INPP5J,-0.00000447
TPGS1,-0.00000447
CDKN2D,-0.00000448
MEST,-0.00000448
STAU2,-0.00000448
RASA3,-0.00000449
SMOX,-0.00000449
ARRDC5,-0.00000449
USP9X,-0.00000451
CEP72,-0.00000451
EXD1,-0.00000451
PRKCE,-0.00000452
SPATA21,-0.00000452
CSTA1,-0.00000453
ARHGAP25,-0.00000453
NLRP4E,-0.00000453
CLEC4D,-0.00000454
NDUFA5,-0.00000455
GPER1,-0.00000455
CPVL,-0.00000455
CDC42BPB,-0.00000455
ALDH3A1,-0.00000456
CELSR3,-0.00000456
FADS3,-0.00000457
GAA,-0.00000457
OTUD3,-0.00000457
CCDC70,-0.00000457
NXF3,-0.00000457
PKIA,-0.00000458
LRRC31,-0.00000458
TGFBR3,-0.00000459
CLDN7,-0.00000459
GM21541,-0.0000046
UBQLN2,-0.0000046
MAP6D1,-0.0000046
SQSTM1,-0.0000046
PRRT2,-0.00000461
TRIM62,-0.00000461
GPR4,-0.00000461
DCBLD1,-0.00000462
SPRYD7,-0.00000462
LEKR1,-0.00000462
ADGRG1,-0.00000463
FBLN7,-0.00000463
IGTP,-0.00000464
CLUH,-0.00000464
ENKUR,-0.00000464
ZPBP,-0.00000464
CPA2,-0.00000464
MBLAC1,-0.00000465
TEX19.1,-0.00000466
HC,-0.00000466
CDK8,-0.00000466
MAP3K10,-0.00000467
ERCC6,-0.00000467
PLAC9B,-0.00000467
DMXL2,-0.00000468
LRRTM4,-0.00000468
PARD6A,-0.00000468
MKRN3,-0.00000469
ARHGAP21,-0.00000469
STK39,-0.0000047
SEL1L2,-0.0000047
OVGP1,-0.00000472
CHADL,-0.00000472
ALOX5,-0.00000472
CENPV,-0.00000473
RNF217,-0.00000473
ARPIN,-0.00000474
TRANK1,-0.00000474
MYEF2,-0.00000475
MORC1,-0.00000477
CYP3A25,-0.00000477
CRY2,-0.00000478
LRRIQ4,-0.00000478
IQGAP3,-0.00000479
PTH,-0.0000048
CRIP3,-0.0000048
INPP1,-0.00000481
CPB2,-0.00000481
NDUFA4L2,-0.00000481
KLB,-0.00000482
SPACA7,-0.00000482
SLC26A11,-0.00000482
ACCSL,-0.00000483
FBXO31,-0.00000484
VSIG1,-0.00000487
KLHL4,-0.00000489
IGLC1,-0.0000049
EML2,-0.00000491
ZDHHC11,-0.00000491
ZBTB7A,-0.00000491
PPP3CC,-0.00000492
TBC1D8B,-0.00000492
DDX4,-0.00000492
SLC9A5,-0.00000493
MT4,-0.00000493
MRGPRF,-0.00000494
ARL8A,-0.00000495
ISYNA1,-0.00000499
DNPEP,-0.00000499
SFXN5,-0.00000499
PITPNM2,-0.000005
USP44,-0.000005
NAE1,-0.00000501
GIMAP1,-0.00000502
TRIM41,-0.00000503
EIF4E3,-0.00000505
SUV39H1,-0.00000505
PLEKHN1,-0.00000505
ACOT7,-0.00000506
TBC1D10C,-0.00000506
C5AR1,-0.00000507
PTPRB,-0.00000507
ZFP853,-0.00000507
FCHO1,-0.00000508
BCL2L2,-0.00000509
OLFM3,-0.00000509
COTL1,-0.00000512
FCNB,-0.00000513
SEPHS1,-0.00000513
S100A10,-0.00000514
IL13RA1,-0.00000514
FAM19A3,-0.00000514
FN3K,-0.00000516
SGCB,-0.00000516
FLYWCH1,-0.00000516
PAX4,-0.00000516
RAB40C,-0.00000517
MAN1A,-0.00000518
RBMXL2,-0.00000518
CBX7,-0.00000519
NAB1,-0.0000052
RAB38,-0.0000052
MESP1,-0.0000052
DNAH7A,-0.00000521
KLHL15,-0.00000522
HAO2,-0.00000523
DNLZ,-0.00000523
IL12RB1,-0.00000524
MFAP5,-0.00000524
FAM92A,-0.00000525
ZFP82,-0.00000525
QRFPR,-0.00000525
ZFYVE27,-0.00000526
BFSP2,-0.00000526
RETN,-0.00000526
CLEC10A,-0.00000527
LETM1,-0.00000527
B4GALT6,-0.00000527
ARMCX1,-0.00000527
PRRG1,-0.00000527
COL25A1,-0.00000528
TULP2,-0.00000529
ISPD,-0.00000529
SNRPN,-0.0000053
KRT6A,-0.00000532
RAP2C,-0.00000532
HMGB4,-0.00000532
LRIG3,-0.00000532
MEFV,-0.00000533
PNLIPRP1,-0.00000535
NR1H4,-0.00000535
PCSK4,-0.00000535
TMEM175,-0.00000535
IL27RA,-0.00000535
SLC43A3,-0.00000537
GPR19,-0.00000539
CAGE1,-0.00000539
SLC9A6,-0.00000539
CBLC,-0.00000541
VPS9D1,-0.00000541
CFAP70,-0.00000541
ARF5,-0.00000542
ARRDC4,-0.00000542
LARS2,-0.00000542
TTC29,-0.00000542
TNFRSF19,-0.00000544
DUSP28,-0.00000544
RDH7,-0.00000544
RHEBL1,-0.00000545
RP9,-0.00000546
KCNE3,-0.00000547
ZFP711,-0.00000547
CHRNA6,-0.00000547
STAT4,-0.00000548
MYH8,-0.00000549
SLC29A1,-0.00000549
HORMAD2,-0.00000549
ENTPD7,-0.0000055
TRPM6,-0.00000552
SYCP2,-0.00000552
DNASE1L3,-0.00000553
FOXO4,-0.00000554
KRT33B,-0.00000554
ATP1A4,-0.00000554
IDH3B,-0.00000555
TTC3,-0.00000557
UNC13C,-0.00000559
MAD2L2,-0.00000559
IL22RA2,-0.0000056
LMTK2,-0.0000056
NUPL1,-0.00000562
ACSL5,-0.00000562
ACTR3B,-0.00000564
RAE1,-0.00000565
CLDN4,-0.00000566
MKI67,-0.00000566
MIP,-0.00000567
SOX30,-0.00000567
ADAM12,-0.00000568
NAPSA,-0.00000568
ITGBL1,-0.00000568
TCF7,-0.00000568
ID2,-0.00000569
CST3,-0.00000569
DAND5,-0.00000571
THEGL,-0.00000571
SPESP1,-0.00000573
TMEFF1,-0.00000573
EYA4,-0.00000573
BSND,-0.00000574
SCG5,-0.00000574
BRSK1,-0.00000574
CCL9,-0.00000575
TRO,-0.00000575
KRT36,-0.00000575
CEACAM18,-0.00000575
CYP3A11,-0.00000577
ZFP532,-0.00000578
CDH26,-0.00000578
ACTG2,-0.0000058
CMKLR1,-0.0000058
DENND3,-0.00000581
OAT,-0.00000582
FBXW16,-0.00000583
MAPK8IP1,-0.00000584
PTCHD3,-0.00000584
GCLC,-0.00000585
WISP2,-0.00000586
GSTA3,-0.00000586
GCKR,-0.00000589
MYL2,-0.00000589
PAQR5,-0.00000591
ART1,-0.00000592
FAM47E,-0.00000592
GRHL1,-0.00000595
PCDHB7,-0.00000595
ADAMTS1,-0.00000595
SLC39A3,-0.00000596
FHIT,-0.00000596
CYSTM1,-0.00000596
STOX1,-0.00000598
SLC38A1,-0.00000599
MAFF,-0.000006
SSU72,-0.000006
ZBTB46,-0.000006
NYNRIN,-0.00000604
CLEC3B,-0.00000604
ABCA1,-0.00000606
NT5DC3,-0.00000606
LRRC63,-0.00000607
SLC2A2,-0.00000607
TENM1,-0.0000061
BHLHB9,-0.00000612
ME1,-0.00000614
OSBPL1A,-0.00000614
SNED1,-0.00000614
FAM81B,-0.00000615
MUM1L1,-0.00000615
SPACA6,-0.00000616
CMTM7,-0.00000616
SCNN1B,-0.00000617
SYNGR1,-0.00000617
PROSER2,-0.00000617
CYP2F2,-0.00000619
ITSN1,-0.0000062
PSMD6,-0.0000062
UBLCP1,-0.00000621
ZPR1,-0.00000621
CHRM3,-0.00000621
MIB2,-0.00000621
EIF5A2,-0.00000621
EPX,-0.00000621
CIB2,-0.00000622
MYO15,-0.00000623
MCHR1,-0.00000624
CYP2U1,-0.00000624
SVOPL,-0.00000624
DGUOK,-0.00000625
LMOD1,-0.00000625
SCARB1,-0.00000626
LDB2,-0.00000626
TMCO5,-0.00000627
TRPC1,-0.00000628
PRRT3,-0.00000628
PIRT,-0.00000629
LRRC75B,-0.0000063
DAPL1,-0.00000631
TRPA1,-0.00000631
UROC1,-0.00000633
TSGA10,-0.00000633
MUC13,-0.00000634
HDAC3,-0.00000634
TMEM106C,-0.00000635
GPR3,-0.00000635
PPP1R3B,-0.00000636
LYZL1,-0.00000636
CCDC167,-0.00000637
FBXO15,-0.00000638
LDHD,-0.00000638
DYDC2,-0.00000639
PGAM2,-0.0000064
MTCL1,-0.0000064
SERPINA3A,-0.00000642
SCCPDH,-0.00000642
RHOBTB2,-0.00000642
NCCRP1,-0.00000642
MYADML2,-0.00000644
NKAPL,-0.00000644
RCVRN,-0.00000644
FKBP4,-0.00000645
LRRC6,-0.00000648
SPDYA,-0.00000648
OXCT1,-0.00000649
DNASE1L2,-0.0000065
CSRP2,-0.00000651
XPNPEP2,-0.00000652
CKM,-0.00000653
BTK,-0.00000654
CMTR2,-0.00000654
MUC16,-0.00000655
SLC9B2,-0.00000655
CGA,-0.00000656
RARRES1,-0.00000656
ATP13A4,-0.00000656
EGLN1,-0.00000661
JUP,-0.00000661
ZFAND6,-0.00000663
STRBP,-0.00000665
SYCE1L,-0.00000666
MSMB,-0.00000667
CYP4F14,-0.00000668
MMP16,-0.00000668
SYNPO2,-0.00000668
UPK1B,-0.00000668
ABI3,-0.00000668
MSLN,-0.00000668
SLC39A12,-0.00000669
PSMB2,-0.00000669
SC5D,-0.00000671
PTGIR,-0.00000673
CMSS1,-0.00000673
MAP9,-0.00000674
PRR15L,-0.00000675
GALNT6,-0.00000676
VSIG10L,-0.0000068
DNAJA4,-0.00000683
PCDHB10,-0.00000683
ASB4,-0.00000683
NPR3,-0.00000683
ZFP618,-0.00000683
ICAM2,-0.00000683
KRT8,-0.00000685
UQCRFS1,-0.00000687
NRL,-0.00000688
THTPA,-0.00000689
HAS2,-0.00000691
HDAC9,-0.00000691
BCO1,-0.00000691
PAQR8,-0.00000692
PIR,-0.00000694
THEM6,-0.00000695
CCDC172,-0.00000695
IL20,-0.00000696
SORT1,-0.00000697
ARHGAP15,-0.00000699
GNG2,-0.00000701
CORO1A,-0.00000702
BCAM,-0.00000702
CHAC1,-0.00000702
ACBD7,-0.00000703
UBE2W,-0.00000705
LNX1,-0.00000705
BTRC,-0.00000706
FAM219A,-0.00000706
AVPR1B,-0.00000707
ADGRL4,-0.00000708
PRPF18,-0.00000708
PROB1,-0.00000708
SLC35F2,-0.00000709
CYP8B1,-0.00000711
DMRTC2,-0.00000711
PSMC1,-0.00000712
EPHA3,-0.00000712
DACT1,-0.00000713
ABCA5,-0.00000715
MYO1B,-0.00000716
ASRGL1,-0.00000718
SLC45A1,-0.00000718
CNBD2,-0.00000719
TRABD,-0.00000719
SCN1A,-0.00000719
MYPOP,-0.00000719
FGF1,-0.00000721
ITPR3,-0.00000723
KCTD18,-0.00000723
HMGCLL1,-0.00000723
FAM84A,-0.00000725
MDH1B,-0.00000726
DCT,-0.00000727
DHCR24,-0.00000727
CLEC1A,-0.00000727
TMEM45B,-0.00000728
FAM217B,-0.0000073
CYP27B1,-0.00000732
ENO4,-0.00000733
AMOT,-0.00000735
XK,-0.00000736
MAGED1,-0.00000737
IQCF5,-0.00000738
SLC34A3,-0.00000738
FZD9,-0.00000739
GM14743,-0.00000739
PDE6G,-0.0000074
RNASE2B,-0.0000074
CHST3,-0.00000741
CCDC73,-0.00000742
PRPS2,-0.00000743
CES1D,-0.00000743
ANKRD45,-0.00000745
HRAS,-0.00000747
SEMA6A,-0.00000748
KPTN,-0.00000748
ARHGAP10,-0.00000748
CD3E,-0.00000749
SIGLEC1,-0.00000749
STAMBP,-0.00000752
PCDHB19,-0.00000752
GABRG1,-0.00000752
GPR135,-0.00000752
FANK1,-0.00000753
DUSP18,-0.00000753
GSE1,-0.00000754
ACKR2,-0.00000758
FBXL6,-0.00000758
ARHGEF9,-0.00000759
GLOD5,-0.00000759
CCL6,-0.00000762
MAP3K6,-0.00000762
PECAM1,-0.00000764
OIT1,-0.00000764
GPD1L,-0.00000764
SYT4,-0.00000765
PKM,-0.00000766
LRIT2,-0.00000767
NME5,-0.00000768
RASD1,-0.00000768
ENPEP,-0.00000769
PIP4K2A,-0.00000772
FAM199X,-0.00000772
CDK16,-0.00000773
BANF2,-0.00000774
CFAP69,-0.00000776
JAZF1,-0.00000777
IFITM5,-0.00000777
TNNT3,-0.00000777
NCAM2,-0.00000778
ATP8A1,-0.00000779
SORBS1,-0.00000781
CYB5B,-0.00000781
KLF1,-0.00000781
ATP6V0A4,-0.00000781
NIPAL2,-0.00000781
ATG4C,-0.00000781
PRRT1,-0.00000782
KCNN4,-0.00000784
GATB,-0.00000786
SMYD2,-0.00000786
CHRNA7,-0.00000787
ALDH3B2,-0.00000787
ALCAM,-0.00000789
CIART,-0.00000789
ACY3,-0.00000789
GAPDHS,-0.0000079
SLC15A3,-0.00000791
TMEM38A,-0.00000791
USP29,-0.00000792
ENOX2,-0.00000793
GRM2,-0.00000794
DEF8,-0.00000795
OTOR,-0.00000795
SPDEF,-0.00000795
UNKL,-0.00000796
ZCCHC2,-0.00000796
MYOZ1,-0.00000796
ZFP7,-0.00000796
ZDHHC9,-0.00000796
PLPPR2,-0.00000798
UPP2,-0.00000798
ABCG5,-0.00000799
PREX2,-0.000008
SIGLECG,-0.000008
DPPA5A,-0.00000801
NACAD,-0.00000802
PPP1R3C,-0.00000803
TMEM125,-0.00000803
TCEAL1,-0.00000805
RAC2,-0.00000807
RAC3,-0.00000809
RSPH4A,-0.00000809
PLCL2,-0.0000081
KLHL20,-0.00000811
LCP1,-0.00000812
RAPGEF3,-0.00000813
ZFHX2,-0.00000816
APOO,-0.00000816
WDR41,-0.00000817
GFRA3,-0.00000818
WDYHV1,-0.00000819
SPATA19,-0.0000082
SLAMF9,-0.00000822
ITGA3,-0.00000823
ANKRD35,-0.00000823
FMO1,-0.00000824
PKLR,-0.00000824
NRTN,-0.00000824
DYDC1,-0.00000824
NR2C2AP,-0.00000825
ACSL4,-0.00000826
CHRNA1,-0.00000827
BBS5,-0.00000828
ATP7B,-0.00000829
TMEM45A,-0.00000829
NT5M,-0.00000832
TMEM8,-0.00000833
MAP2K4,-0.00000833
ARSA,-0.00000833
FAM71A,-0.00000834
LRRK2,-0.00000836
ITGB8,-0.00000836
SLC45A2,-0.00000836
DAAM1,-0.00000837
AGTPBP1,-0.00000839
PCDHB12,-0.00000839
RPS6KA6,-0.00000839
RNF43,-0.0000084
ADAD2,-0.00000842
TIGD3,-0.00000842
CMBL,-0.00000843
JAM2,-0.00000844
CDR2L,-0.00000844
RFX1,-0.00000845
PPP1R16A,-0.00000845
CDYL2,-0.00000846
TCTEX1D1,-0.00000846
TEKT5,-0.00000848
ALDH1L2,-0.00000848
SPRED2,-0.00000849
SLC22A4,-0.0000085
GNAI1,-0.00000851
NECAB1,-0.00000851
PDE7B,-0.00000852
DPP7,-0.00000853
R3HCC1,-0.00000853
GABRE,-0.00000854
TSPYL5,-0.00000854
RNF125,-0.00000855
ARHGEF11,-0.00000855
SMARCA1,-0.00000855
STX7,-0.00000856
DGKE,-0.00000856
PITPNM1,-0.00000856
ZFP322A,-0.00000857
BIVM,-0.00000859
CES3A,-0.00000859
CAPN5,-0.0000086
USP30,-0.0000086
TRNP1,-0.00000861
SLC22A3,-0.00000862
TIMP4,-0.00000862
MAGEE1,-0.00000863
F3,-0.00000866
GLRA2,-0.00000866
EPHX2,-0.00000867
MAPK8,-0.00000869
SLC43A2,-0.00000869
TBXA2R,-0.0000087
TTLL11,-0.00000872
CHMP6,-0.00000872
EPAS1,-0.00000872
TTC7B,-0.00000873
AMPD1,-0.00000873
TRIM45,-0.00000874
FAM69A,-0.00000875
DNAH9,-0.00000875
DLG4,-0.00000876
LRRC23,-0.00000878
FAM171B,-0.00000878
GAS2L3,-0.00000878
DHH,-0.00000883
IZUMO1R,-0.00000885
CD47,-0.00000887
KEL,-0.00000888
TM6SF2,-0.00000889
GRB7,-0.00000889
USH2A,-0.0000089
RGN,-0.00000892
PSEN2,-0.00000895
AP1M2,-0.00000895
SLCO4C1,-0.00000896
GSTM4,-0.00000899
ARRDC2,-0.00000899
LIMCH1,-0.000009
SPX,-0.00000903
PIFO,-0.00000904
STEAP4,-0.00000905
PAK1,-0.00000906
CPNE9,-0.00000906
MYO6,-0.00000907
SLC14A1,-0.00000908
ZFP287,-0.00000911
MS4A18,-0.00000911
TFF2,-0.00000912
ARHGEF33,-0.00000912
GIPR,-0.00000913
MYBL1,-0.00000913
ADARB1,-0.00000915
MC2R,-0.00000915
PHLPP2,-0.00000915
KCNJ11,-0.00000915
KCNK5,-0.00000918
GALNTL6,-0.00000918
SLC31A2,-0.00000921
CMTM2A,-0.00000921
DUSP19,-0.00000924
SLC25A46,-0.00000924
MTTP,-0.00000924
MED9,-0.00000925
TMEM29,-0.00000925
SNPH,-0.00000925
MAP3K1,-0.00000926
DLG2,-0.00000927
TOX,-0.00000928
B3GNT7,-0.00000928
CCDC136,-0.00000929
NPHS2,-0.00000932
CD79A,-0.00000937
ASGR1,-0.00000937
ITGA2,-0.00000937
SLC45A3,-0.00000938
MZF1,-0.00000943
CAMSAP2,-0.00000943
ZC3HAV1,-0.0000095
SH3GL3,-0.00000951
PIK3R5,-0.00000952
FAM57A,-0.00000952
GJA4,-0.00000953
MRO,-0.00000953
FAM71B,-0.00000953
EFHD2,-0.00000954
PRDM11,-0.00000955
RGL3,-0.00000956
NLRC5,-0.00000956
CX3CR1,-0.00000956
SNAP47,-0.00000959
RGS7BP,-0.00000959
TMEM14A,-0.00000961
DNM1,-0.00000965
CRYBA4,-0.00000968
EVPL,-0.00000969
ATP6V0E2,-0.0000097
SPIRE2,-0.00000972
TEX22,-0.00000972
PID1,-0.00000973
FLRT1,-0.00000974
PYROXD1,-0.00000976
PLPP4,-0.00000976
ITGB4,-0.00000979
ASGR2,-0.00000981
CILP,-0.00000984
KDF1,-0.00000985
BEST1,-0.00000985
MAFG,-0.00000986
UPK3A,-0.00000986
LHCGR,-0.00000986
MLF1,-0.00000987
CPNE5,-0.00000987
LCE1G,-0.0000099
GJA10,-0.0000099
RASSF8,-0.0000099
LRRC49,-0.0000099
ERICH6,-0.0000099
LYPD3,-0.00000992
UAP1L1,-0.00000992
ZFP37,-0.00000994
RAB40B,-0.00000994
OSCAR,-0.00000995
CARD14,-0.00000995
HSDL1,-0.00000995
NLRP9A,-0.00000995
DZIP1,-0.00000996
GPHN,-0.00000997
UBAC1,-0.00001
HAPLN1,-0.00001
LLGL2,-0.00001
ELP3,-0.00001
FAM155A,-0.00001
ACTN3,-0.0000101
GUCA1A,-0.0000101
ATP1B4,-0.0000101
REEP2,-0.0000101
SLC9A3R2,-0.0000101
SNX10,-0.0000101
PLD4,-0.0000101
SH2D2A,-0.0000101
FRY,-0.0000101
ZFP454,-0.0000101
HIGD1A,-0.0000102
ARL10,-0.0000102
PHEX,-0.0000102
RBPMS,-0.0000102
CDC42EP2,-0.0000102
FBXO25,-0.0000103
PTGES2,-0.0000103
PCDHB9,-0.0000103
PGRMC1,-0.0000103
MARVELD2,-0.0000103
RELL2,-0.0000103
CTPS2,-0.0000103
SCIN,-0.0000103
PERP,-0.0000104
SMCO4,-0.0000104
PKP2,-0.0000104
FAAH,-0.0000104
FOXH1,-0.0000104
SUSD3,-0.0000104
PPP1R13B,-0.0000104
SEMA3G,-0.0000104
TRP53INP2,-0.0000104
CRTAM,-0.0000104
TMEM62,-0.0000104
SULT2B1,-0.0000105
GALNTL5,-0.0000105
SERGEF,-0.0000105
F7,-0.0000105
FAM234B,-0.0000105
KBTBD8,-0.0000105
KCNK6,-0.0000105
KLF15,-0.0000105
FBXO17,-0.0000106
COL11A2,-0.0000106
PTPRR,-0.0000106
TRP53BP1,-0.0000106
NSMF,-0.0000106
MARVELD3,-0.0000106
DNAH12,-0.0000106
CORO2A,-0.0000106
MC5R,-0.0000106
RSAD2,-0.0000107
SERPINA12,-0.0000107
ASPDH,-0.0000107
THEG,-0.0000107
FSD1,-0.0000107
SERPINA11,-0.0000107
SLC19A3,-0.0000107
SERPINB9,-0.0000108
SERPINB8,-0.0000108
RPTOR,-0.0000108
ENPP6,-0.0000108
PTK6,-0.0000108
ABCA2,-0.0000108
LRRC18,-0.0000108
ARID5A,-0.0000108
RND3,-0.0000109
AXIN2,-0.0000109
AS3MT,-0.0000109
SLC47A1,-0.000011
GNB4,-0.000011
BCL2,-0.000011
CCR3,-0.000011
ITGAL,-0.000011
SPATC1L,-0.000011
TRPM4,-0.000011
MAEL,-0.000011
HSBP1L1,-0.000011
NPFFR2,-0.0000111
CASK,-0.0000111
TEKT3,-0.0000111
HES6,-0.0000111
FREM2,-0.0000111
KCNE1,-0.0000112
TLX2,-0.0000112
PIH1D3,-0.0000112
PPP1R26,-0.0000112
LYRM9,-0.0000112
FETUB,-0.0000112
UACA,-0.0000112
GHRH,-0.0000113
CAMK4,-0.0000113
CLDN13,-0.0000113
SPHKAP,-0.0000113
DNAJB13,-0.0000113
HTR1F,-0.0000113
CHRNA3,-0.0000113
ZBTB33,-0.0000114
OASL1,-0.0000114
PARP6,-0.0000114
EMB,-0.0000115
HABP4,-0.0000115
PCLO,-0.0000115
PCDHB3,-0.0000115
ABO,-0.0000115
SLC5A5,-0.0000115
NAALAD2,-0.0000115
TLE4,-0.0000115
OPA3,-0.0000115
SHISA3,-0.0000115
ATG5,-0.0000116
FBXO16,-0.0000116
FOSB,-0.0000116
ADIPOQ,-0.0000116
GABARAPL2,-0.0000116
CAR11,-0.0000116
CD48,-0.0000116
ASIC3,-0.0000116
SERP2,-0.0000116
PSTPIP2,-0.0000117
INSM2,-0.0000117
AGT,-0.0000117
CDHR5,-0.0000117
SPAG17,-0.0000117
MUC20,-0.0000117
GPR179,-0.0000117
SLC40A1,-0.0000118
PLEK,-0.0000118
MGAT3,-0.0000118
CLK3,-0.0000118
