"","GSM844492","GSM844495","GSM844497","GSM844499","GSM844501","GSM844503","GSM844505","GSM844507","GSM844521","GSM844522","GSM844523","GSM844524"
"ANXA6",6.444516e-07,-2.654568e-08,-1.459068e-06,-1.77954e-06,1.815792e-06,1.238004e-07,1.358388e-06,3.344052e-07,-2.881896e-07,-1.187058e-06,-3.124812e-07,1.0913952e-06
"PPP2R1A",-1.23382024e-08,-5.7722897e-09,1.15377976e-08,-1.4501622e-08,1.6129e-09,-1.935353e-08,-1.9833844e-08,-1.00014786e-08,-5.6988202e-09,-1.25446282e-08,-1.363345e-08,-1.2768707e-09
"NONO",5.5735334e-07,7.384262e-07,1.389575e-06,7.521964e-07,1.6251812e-07,6.1793974e-07,3.7263426e-07,2.8654292e-07,2.6101442e-07,-2.0151674e-06,3.2230886e-07,2.7539284e-07
"NPTN",-2.7152748e-08,7.3917676e-11,-2.6752551e-09,-1.3492318e-08,1.3748343e-08,1.8000885e-08,-5.3858616e-09,-2.1724353e-09,3.8918859e-09,-1.5266405e-08,2.9004241e-09,3.7163126e-09
"SCD2",-1.44003728e-05,-3.6138256e-05,-3.475648e-05,-2.3444784e-05,-2.3683968e-06,-5.742264e-06,-1.3736624e-05,-1.54845504e-06,-1.363604e-05,-2.1887184e-05,-7.392352e-06,-2.6826624e-06
"CSNK1D",-1.4138478e-06,2.0460711e-06,-4.0125118e-07,2.7017816e-06,-7.8190239e-07,-8.8621476e-07,-1.06437836e-06,5.1573401e-07,1.16946317e-06,-7.5710738e-07,-3.9877686e-06,1.38219817e-06
"ATP6V1H",-2.08051419e-08,-3.8111058e-08,-1.78390275e-08,-2.57892555e-08,-1.9370121e-08,-4.1104428e-08,-3.06897378e-08,-3.4491216e-08,6.7324044e-09,-6.9133287e-08,9.9179535e-09,1.08539325e-08
"SERP1",2.84976672e-08,4.92415263e-08,6.7015356e-08,-2.16825225e-08,9.8195319e-08,1.09378212e-07,8.951712e-08,2.10564528e-10,9.5686992e-08,5.7314727e-09,9.9613227e-08,4.61397228e-08
"LBR",-1.91242565e-06,1.83292889e-06,1.96451519e-06,3.835663e-06,-2.62614728e-06,-1.14649435e-06,-3.1996479e-07,-4.3984867e-07,2.56825927e-06,-3.7976023e-06,4.080904e-07,6.4263397e-07
"ORC5",-1.49720505e-07,9.4506225e-08,5.0661435e-08,3.5372535e-08,2.74626e-08,-2.7115605e-07,-1.7313285e-07,-1.9099905e-07,7.307751e-08,3.070386e-08,-5.2218705e-07,-4.435266e-08
"PSMD2",1.44092874e-07,-6.2883724e-07,-4.9281029e-07,-2.4704382e-07,-3.45410162e-07,-1.80030142e-07,-3.627241e-07,-2.0853713e-07,-4.32709457e-07,-4.597594e-07,-5.7359943e-07,2.96495451e-07
"AGTR2",-1.37450763e-06,-3.2986035e-07,-3.0304287e-06,-1.81814058e-07,-5.8753269e-08,9.1290969e-07,-1.51897113e-07,-3.1520745e-06,-1.0266993e-07,5.5706778e-07,3.803679e-06,-7.8912063e-07
"RPS29",0,0,0,0,0,0,0,0,0,0,0,0
"DUSP6",-5.9757789e-05,6.0436467e-06,5.7216432e-05,6.2058087e-05,3.7533132e-06,-4.7331375e-06,-1.67609442e-06,-5.0516193e-05,1.19088606e-05,-6.6237444e-05,9.7110741e-06,1.21027179e-05
"PRL3B1",0,0,0,0,0,0,0,0,0,0,0,0
"ALDH18A1",7.3539926e-08,2.5913328e-08,8.85866e-09,1.80300992e-09,4.6980256e-08,-1.27654176e-08,1.76154058e-09,3.77674826e-08,-4.41845822e-08,-1.89072976e-08,2.38730402e-08,6.1415072e-08
"KLK1",0.002195339042584,-0.002172589517832,0.002824343098744,-1.266000653232e-05,0.004928773178464,-0.002514644518424,-0.004522178657608,0.00969741822624,-0.001811152357928,0.00139973458128,-0.003779357649576,-0.00329100547664
"SERINC1",-7.168494e-09,-1.01586354e-08,-4.8359253e-10,-2.41914993e-08,-2.49865404e-08,-2.9243463e-08,-3.5658558e-08,-4.0698096e-08,-9.5505909e-09,-2.18064633e-08,-4.0646589e-08,-2.55215439e-08
"NPM1",0,0,0,0,0,0,0,0,0,0,0,0
"ELOVL5",-9.525946e-06,-3.7968515e-06,-6.468932e-06,-6.802581e-06,-2.4959038e-06,-2.6663471e-06,-4.8433169e-06,-8.0730305e-06,5.6256535e-07,-1.11289e-05,1.9741971e-06,1.3516109e-06
"DYNC1I2",1.8852817e-06,2.58109945e-07,1.7611989e-06,2.0783869e-06,-1.2872069e-06,-1.96514255e-06,-1.30885695e-06,4.3848556e-07,1.9818522e-07,-1.829201e-06,4.85891025e-07,5.4442492e-07
"MLST8",1.14781512e-07,-3.9966972e-07,2.50581468e-07,2.08740784e-07,4.0711968e-07,2.2445448e-07,1.77467242e-07,2.39224804e-07,8.8200938e-08,-5.5056218e-07,1.59240904e-07,2.03606538e-07
"SYT4",-1.6596828e-06,-2.6133471e-05,-2.2357431e-05,-2.0403774e-05,-4.7467485e-06,-8.937189e-06,-6.3557883e-06,-4.0765626e-06,-2.1693717e-05,-1.5932196e-05,-2.367369e-06,0
"LDHC",3.95584272e-06,2.41379553e-06,-8.088018e-07,-1.94799918e-06,2.75594274e-06,-2.32004622e-06,3.07717035e-06,2.3450961e-06,4.26211818e-06,-2.95922046e-06,1.40062086e-06,-6.1495131e-06
"PRL3D1",0,0,0,0,0,0,0,0,0,0,0,0
"STMN1",-2.8067424e-06,-1.39042288e-07,-2.3299056e-07,-1.7390472e-07,-1.57514368e-06,-2.2705584e-06,-1.73671696e-06,-2.0882576e-06,-5.6505152e-07,-1.07060096e-06,-1.9193856e-06,-1.66310848e-06
"RASA3",-8.4154624e-06,1.0783296e-05,-1.7679232e-05,1.25740672e-05,-7.8676608e-06,-2.0294272e-05,-1.10329856e-06,-1.0228352e-05,8.0489088e-06,-2.1414912e-05,3.9412864e-06,4.5425792e-06
"GM15210",0,0,0,0,0,0,0,0,0,0,0,0
"DEF8",-2.18098048e-05,-1.85651504e-05,-2.3381936e-05,3.30715688e-05,1.45774448e-05,-1.5840692e-05,3.29149272e-05,5.183536e-05,-5.0681792e-06,-2.02604592e-05,-1.08260552e-05,5.8078464e-05
"KITL",1.86081984e-05,4.3908768e-05,6.8023008e-05,5.0317056e-05,-1.31858208e-05,3.1052448e-07,-6.6795552e-06,1.9939824e-05,3.1298112e-05,2.85678432e-05,-3.7140768e-06,6.8984352e-06
"EMB",-1.3083004e-05,-1.0677403e-05,-1.6289746e-05,-1.1543642e-05,-9.1503225e-06,-9.5638521e-06,-1.4562713e-05,-1.15542416e-05,-8.5544459e-06,-8.0976951e-06,-1.7730493e-05,-1.3223848e-05
"EIF3C",0,0,0,0,0,0,0,0,0,0,0,0
"KPNA2",-4.5986985e-08,3.051159e-11,9.2830105e-09,1.3749888e-08,-1.4788169e-08,-3.540196e-08,-4.375164e-08,-4.64088e-08,3.6275785e-10,-2.10135545e-08,-2.07991395e-08,-3.380193e-08
"TYRP1",1.32721077e-07,-1.67947662e-08,-2.59099835e-07,-4.214232e-07,8.0898293e-09,-2.26428895e-07,5.6925936e-07,-1.2522191e-07,1.71904921e-07,5.3136445e-07,5.8014237e-08,6.0954559e-08
"EIF4G2",-8.1546012e-08,2.4165297e-07,8.1939219e-08,1.55279877e-07,-5.9136552e-08,-2.3091729e-08,-3.1639728e-08,-1.44924207e-09,6.3228417e-08,-5.8716951e-07,7.7281314e-08,7.6625598e-08
"BPGM",-1.33927568e-07,7.1139456e-09,-4.17852544e-10,-1.12125392e-07,2.43342784e-08,2.20216896e-08,-3.0937328e-08,-1.26385488e-07,-5.02444016e-08,1.07584752e-08,5.89250752e-09,-9.80056e-08
"UNC45A",9.6288192e-07,5.69496642e-07,-1.55157288e-06,1.17047502e-07,1.22099406e-06,6.20999808e-07,1.1359062e-06,7.03819116e-07,-9.6526716e-08,-5.78801652e-07,4.24879884e-07,1.56774618e-06
"CCT4",4.419422e-09,9.260496e-09,-1.526364e-08,-3.043502e-08,2.977548e-08,3.614226e-09,1.42009e-09,-2.336908e-08,4.700024e-09,-4.127956e-08,7.320726e-09,6.06179e-09
"TRIM28",1.28426526e-06,5.765295e-07,9.738591e-07,1.8837966e-06,6.3488832e-07,3.7432224e-08,1.23803526e-06,2.3984124e-06,3.0491376e-06,-7.2434406e-08,-4.0510038e-07,1.583136e-06
"CALU",1.5571716e-08,2.24054175e-08,-1.9547352e-08,1.5364293e-10,3.516273e-08,3.9240795e-08,3.959961e-08,2.3418564e-08,2.10976665e-08,-7.2478635e-09,6.3154575e-08,3.5760375e-08
"TGFBI",4.799076e-05,5.327779e-05,1.5166477e-05,3.2011606e-05,2.6227269e-05,3.2057713e-05,4.4600697e-05,3.3678931e-05,5.209292e-05,2.2691412e-05,5.629754e-05,5.086058e-05
"HNRNPH1",0,0,0,0,0,0,0,0,0,0,0,0
"ACTR1A",-5.1481664e-07,-7.752368e-07,-4.979156e-07,-1.2431692e-07,-8.384636e-07,-5.37576e-07,-3.6263656e-07,-1.0406552e-07,-1.7240288e-07,-6.35544e-07,-2.7101828e-07,-1.060124e-07
"SPRY1",-2.16342e-05,2.162309e-05,1.1717818e-05,1.383296e-05,7.5070169e-06,8.1716272e-06,3.0352621e-06,-9.2003526e-06,1.9654095e-05,7.8624056e-06,3.4191328e-07,-2.28058e-05
"3010003L21RIK",0,0,0,0,0,0,0,0,0,0,0,0
"RPS26",-5.152686e-10,3.512344e-09,6.120598e-10,2.835096e-09,1.2959782e-09,1.0224808e-09,1.3608298e-09,9.375476e-10,1.123848e-09,-4.923248e-09,1.3969912e-09,1.2260886e-09
"DPYSL3",-0.000162595683,-5.6447631e-07,-4.21530984e-05,-1.80825777e-05,-2.76045435e-05,-5.6558529e-05,-3.55094847e-05,1.75165587e-05,3.90879765e-06,-5.00329503e-05,-2.7089856e-05,7.0351605e-05
"RRM1",-1.1958592e-08,1.9728538e-08,1.7203102e-08,1.8817932e-08,5.3574124e-09,7.2712308e-09,9.6777346e-09,-5.5042162e-10,1.9830136e-08,5.5720426e-09,1.6306538e-08,3.9330226e-09
"RPLP2",1.3475723e-08,6.708723e-08,7.157163e-10,7.8301765e-08,6.622873e-08,2.694579e-08,6.092926e-08,2.01518735e-08,5.9635955e-08,-4.0354045e-08,9.020714e-08,8.7704865e-08
"LAMP1",3.8285304e-06,8.7191817e-06,6.4206939e-06,5.3800995e-06,-2.00483244e-06,-1.09967871e-06,-1.30272615e-06,-1.7674782e-06,1.16699055e-05,-1.97573607e-06,3.8214114e-06,-6.0713205e-06
"GHITM",1.02248292e-07,-1.933966e-06,-2.0984148e-06,-1.4312204e-06,3.770468e-07,2.4077824e-07,-2.281228e-08,-3.3431764e-07,-7.040038e-08,-2.2933676e-06,4.6599448e-07,5.0933e-07
"CELA3B",1.855543285e-07,3.236367605e-07,1.452705415e-08,-3.12253359e-07,9.2299989e-08,-3.072826795e-07,-4.23268885e-07,-4.85542305e-07,3.39328108e-07,-2.766087065e-07,-6.20698585e-08,-6.08584715e-07
"CHGB",-0.00071813980725,-0.00039426269862,-0.000107363957328,-0.000271499648508,-0.000242388004668,-0.00026011482045,-0.000260871145791,-0.00035937706638,-0.0003944104053,-0.00035762808501,-0.000232777335255,-0.000196245780624
"SH2D3C",-0.00013884294067,0.00025048965146,0.00025999727654,0.00025264060132,0.000125941896406,0.0001501397914,0.00020315905684,0.000121411130966,0.00028136712826,0.0002018770209,0.000190425782786,-5.796024359e-05
"TFG",2.887092e-05,1.24489986e-05,4.653348e-06,-2.2970442e-05,2.6369964e-05,1.06363728e-05,6.5655396e-07,-6.083781e-06,2.377638e-05,-2.3599494e-05,-8.680341e-06,2.1599622e-05
"HDGF",1.60998882e-07,1.32366696e-08,5.23085134e-08,-3.44521606e-08,1.28044312e-07,6.70494484e-08,1.20496376e-07,9.5889816e-08,4.95102388e-08,-1.03101306e-07,1.30450848e-07,8.40198568e-08
"HSP90B1",-2.2451116e-08,1.0750934e-08,-3.687812e-09,1.61364538e-09,-1.1798753e-09,1.94319594e-08,1.48741064e-08,1.88067288e-08,4.3529654e-09,-9.3261144e-09,2.4102824e-08,1.95465984e-08
"PAPSS1",-5.128543e-06,5.673563e-07,-1.34343384e-06,3.1322466e-06,-3.044139e-06,-2.3151688e-06,-2.32431514e-06,-2.6337556e-06,1.04505086e-06,-3.3247172e-06,5.2010616e-07,-4.7489092e-08
"SUCLG1",-5.665412e-08,-7.441647e-08,-7.970964e-08,-5.180591e-08,9.5920295e-09,8.4725225e-10,6.436676e-09,-3.29547985e-08,1.06864045e-08,-6.632788e-08,1.42771905e-08,2.83945765e-08
"SGPL1",1.29641616e-06,1.74750992e-06,1.35534048e-06,8.762936e-07,8.1002688e-07,1.71742064e-06,2.5160304e-06,2.1641568e-06,4.4844384e-06,-2.2342112e-07,2.8227056e-06,2.4888656e-06
"ENPP2",1.17246681e-05,-2.29317379e-05,-2.66698093e-05,-4.8810406e-06,-9.5720132e-07,-1.97207345e-05,-8.0836864e-06,2.38636777e-05,3.06585413e-05,-7.8987408e-06,2.92489377e-05,1.70362936e-05
"SNURF",-1.4557483e-06,-1.8536511e-06,-1.378905e-06,-1.7382423e-06,-1.02551898e-06,-1.4806275e-06,-1.06432149e-06,-1.14214297e-06,-9.861397e-07,-1.22519785e-06,-8.7909201e-07,-1.3940161e-06
"MGST1",-4.3765851e-06,6.9910833e-06,7.3139808e-06,4.4240196e-06,2.37082965e-06,4.0228647e-06,3.07405278e-06,7.7696187e-07,6.2255781e-06,-4.8383571e-06,5.3341524e-06,3.65757714e-06
"JUNB",2.10475368e-05,-1.18430262e-05,-2.5510302e-05,-2.47931604e-05,3.58273368e-06,1.24810362e-05,1.0752075e-05,8.26099938e-07,-2.54918502e-06,-4.15952226e-07,7.32581442e-06,8.03839356e-06
"KIT",-7.75767027e-06,-9.4611846e-05,-9.570876e-06,-6.04660497e-05,-0.000121339008,-6.1653627e-05,9.4883922e-05,-6.45518391e-05,-4.08229374e-05,3.70965294e-06,-0.000265564257,1.27704381e-05
"PLOD3",8.5905365e-08,-8.9948495e-09,-4.13897575e-08,1.3859664e-09,5.164523e-08,2.84635715e-08,5.848479e-08,6.509958e-08,2.8472808e-08,-2.80954765e-08,7.032298e-08,5.198375e-08
"ALDH7A1",-6.5546577e-07,3.80879982e-07,1.61702145e-06,-2.37042918e-06,5.3157546e-06,-4.3057233e-06,-1.30696092e-06,2.12421978e-06,-3.49639794e-06,8.8298694e-07,-3.9295593e-06,-4.7623059e-06
"SLC38A1",-5.3055594e-05,3.8607825e-05,4.3066775e-05,3.6443628e-05,-1.4144766e-05,-3.0260722e-05,-2.46492041e-05,1.16397613e-05,2.15644331e-06,1.55679292e-05,-3.6288143e-05,-2.53669794e-05
"LPL",-0.0020376472887,0.00170863327037,-0.00178506593572,-3.36582716411e-05,0.001225310121791,0.00171749148844,0.00173740640831,0.0001175611532863,0.00197628259371,0.000556437517726,0.00233230839167,0.000204862685072
"REG1",-2.8585505e-08,4.8659663e-08,1.3882843e-07,1.34091867e-07,1.45355379e-07,7.3504691e-08,-3.5625031e-07,-4.5924736e-08,-6.3712155e-08,1.51797152e-07,-1.02271364e-07,-9.7548152e-09
"TMSB4X",-1.242618e-05,1.3643878e-05,-1.2986702e-05,-3.3197e-06,1.0718626e-05,9.481437e-06,4.9150873e-06,4.080828e-06,1.0070973e-05,-2.2204788e-06,9.953582e-06,-4.9290781e-07
"CCND3",-4.0468248e-05,2.15329249e-05,2.30698363e-06,1.66210638e-05,3.3765174e-05,2.8342731e-05,3.1589155e-05,2.37502438e-05,2.36955542e-05,1.12549038e-05,3.2761846e-05,2.7859828e-05
"TSPYL1",-1.3112985e-08,-7.8260994e-09,-2.5079118e-09,-7.5430827e-09,-1.4650668e-09,-6.2070756e-09,-3.5033265e-09,-7.261065e-09,1.2276711e-09,-1.8666426e-08,4.9283778e-09,2.9064018e-09
"STIP1",-3.6799752e-09,-3.8531812e-09,-6.333712e-09,-4.593204e-09,3.475758e-09,3.8539556e-10,1.945768e-09,-3.76068e-10,-5.025592e-09,-3.655058e-09,-4.425344e-09,3.9752328e-09
"CIAPIN1",-4.0748785e-08,-3.09120539e-08,-1.85118241e-08,-2.05415651e-08,-3.7460983e-08,-2.58096538e-08,-3.8714592e-08,-4.1946002e-08,-1.1884985e-08,-4.3091279e-08,-1.61113057e-08,-1.68875119e-08
"IMPACT",-4.17354385e-05,-6.4630935e-05,-8.495792e-05,-6.00925265e-05,-4.2095293e-05,-5.470271e-05,-3.80888875e-05,-6.5502155e-05,-7.559548e-06,-9.515348e-05,9.6289495e-06,3.96932785e-06
"LOC102642137",0,0,0,0,0,0,0,0,0,0,0,0
"HNRNPAB",-2.68723164e-07,4.1224028e-07,4.3310358e-07,4.0640396e-07,-7.0368572e-09,-1.64638264e-07,-1.4163498e-07,-1.41382536e-07,2.22808078e-07,-7.2324434e-07,2.01523266e-07,1.91946992e-07
"DDX1",-2.301885e-08,1.8250647e-09,5.8039008e-11,2.1745335e-09,-1.04103612e-08,-1.368564e-08,-2.2112079e-08,-2.9279163e-08,-3.7451961e-09,-1.68087873e-08,-1.41466011e-08,-9.4818192e-09
"MTHFD1",-2.84511612e-09,-1.20454488e-08,-9.920064e-09,-4.58549784e-09,1.00712304e-08,5.85730992e-09,7.58822064e-09,4.62852852e-09,-5.83096668e-09,-6.82522764e-09,1.414182e-08,3.0303966e-09
"TPI1",0,0,0,0,0,0,0,0,0,0,0,0
"NPDC1",2.1083017704e-05,-0.00031745708064,-0.00016212995778,-0.0002011623719,-7.016879506e-05,-5.0906278388e-05,1.7623574178e-05,4.1881034454e-06,-0.00020673843106,-0.00014551291678,3.335911054e-05,-4.4689581538e-05
"CSTF2T",9.1801953e-09,1.66420728e-07,1.10545506e-07,1.44790317e-07,2.10816189e-08,3.83946858e-08,-1.09906245e-08,-1.97480403e-08,3.67648002e-08,-1.50685578e-07,2.41619634e-08,3.39830622e-08
"TNFRSF19",-4.27614174e-06,2.81703292e-05,-9.9122543e-06,-2.21343707e-06,-6.6018979e-06,5.3562769e-05,-6.8045978e-05,-1.95700544e-05,-1.45208388e-05,7.0599581e-05,3.91763528e-05,-1.43825786e-05
"MARCKSL1",-9.3861361e-06,7.26686136e-06,5.22615522e-06,1.19253233e-05,-3.85180609e-06,-8.1305224e-06,-6.35323194e-06,3.66477221e-07,8.8219417e-06,-6.06799512e-06,-2.76012429e-06,-4.33437818e-06
"NDN",-3.6496152e-06,-3.2930312e-06,-2.28721144e-06,-2.4520776e-06,-1.24579128e-06,-1.23225872e-06,-1.25115744e-06,-1.21285192e-06,-2.5103328e-06,-2.5802344e-06,-8.062e-07,-1.43896144e-06
"TNP1",5.1274011e-07,-6.4178503e-06,-2.31791654e-06,3.10067763e-07,5.6915832e-06,8.0556245e-07,-2.55051483e-06,-2.36319509e-08,-3.62403115e-06,2.99834937e-06,5.052421e-06,9.6128193e-07
"NUP62",6.7210598e-08,2.657746e-08,-5.2023972e-08,5.0672804e-08,1.32306174e-08,-6.8235986e-08,-3.2337214e-08,-1.17555984e-08,-1.965509e-08,-6.815718e-09,-4.0425112e-08,-6.0287682e-09
"ACTC1",-6.72272392e-05,2.06222736e-05,-3.40572524e-05,-1.1033944e-05,-4.43680036e-05,-4.05425624e-05,-0.000139586236,-9.9211988e-05,1.31265952e-06,-6.45206164e-05,-5.16657728e-05,6.433977e-05
"MAP1LC3B",-1.11326235e-08,3.27382325e-07,2.76065075e-07,1.35256e-07,-9.04499325e-08,-4.45680975e-08,-5.344043e-08,-1.131000125e-08,6.26662725e-08,-4.053811e-07,6.73257675e-08,6.95387825e-08
"IGF2",-0.038478501621936,0.26613856666716,-0.053015133035124,-0.03022298016996,0.0080693697504996,-0.015508539957072,-0.03621203212176,-0.05557907947956,0.0556428648585,0.23093581116084,-0.011892981468696,0.001556081009946
"ATP9A",-3.6507135e-05,-2.8049367e-05,-1.66933302e-05,-9.0575679e-06,-1.42252599e-05,-2.11692e-05,-1.45827999e-05,-9.8759274e-06,-2.9940789e-05,-1.29981897e-05,-2.4214308e-05,-1.76605821e-05
"COX5A",0,0,0,0,0,0,0,0,0,0,0,0
"COPS8",-2.8316611e-08,-4.0783255e-08,-1.94384477e-08,-1.81553421e-08,-2.22135311e-08,-3.89093875e-08,-3.60704147e-08,-3.3964215e-08,-2.32064756e-08,3.16306879e-09,-5.1613564e-08,-4.6919609e-08
"SMOC2",-0.000448799780986,0.00266140651668,-0.00080451111212,0.001254364949154,0.000586641693876,-1.370064601326e-05,0.000978587618402,-0.0014945211358,0.00222247151024,0.00259751145248,0.00031856152241,-0.00080728792644
"BCAR3",2.6767611e-05,2.6336853e-05,1.5645339e-05,3.041037e-05,7.896123e-06,9.966078e-07,7.599015e-06,1.218699e-05,3.585735e-05,-1.4066946e-05,2.4348357e-05,4.008933e-05
"PDCD6IP",0,0,0,0,0,0,0,0,0,0,0,0
"SPINK1",-5.9202715e-06,1.002757e-05,-5.5090255e-06,4.4969995e-06,-1.4380838e-06,-1.2124224e-06,2.9986765e-05,8.1713365e-06,3.914246e-06,1.9324315e-05,-1.1136967e-05,-1.3946745e-05
"FMOD",-0.01135759589523,0.008580613494114,-0.02139782321151,0.0005679139537557,-0.002015119970739,0.004732072434153,-0.000435814830738,0.0102414058137,0.02022158521386,-0.00437873359599,8.193421294857e-05,-0.005237248001535
"ZFAND2A",-8.6010348e-08,-1.12277388e-08,-4.8911484e-08,9.9177612e-09,-3.11369208e-08,-7.6385316e-08,-6.8169984e-08,-5.7903816e-08,-3.7708032e-08,-3.9027156e-08,-5.0106288e-08,-1.51017276e-08
"GM5621",0,0,0,0,0,0,0,0,0,0,0,0
"SDC1",-6.4614592e-06,7.0559692e-05,8.369956e-05,7.0702268e-05,3.38613744e-05,2.55154648e-05,4.260522e-05,4.47296024e-05,8.421294e-05,1.83018108e-05,7.1760416e-05,4.8068594e-05
"MCM5",-1.31577618e-08,1.27168116e-08,4.747209e-09,1.68760242e-08,-8.5337193e-11,-8.39082732e-09,-8.65571772e-10,-3.47328588e-09,9.19032156e-09,-1.13251008e-09,8.54531532e-10,-1.19637768e-08
"PIGQ",-3.17137127e-06,3.19244717e-06,6.3902215e-07,8.1877932e-06,-1.34293997e-06,-5.9697379e-06,3.30896371e-06,-1.29608596e-07,2.41013476e-06,1.00354902e-06,-3.76172921e-06,-5.1901882e-06
"CREG1",8.0461068e-07,3.8879136e-06,3.6849744e-06,1.45712304e-06,1.77734388e-06,-2.8596312e-07,-2.7955344e-07,-1.1684406e-06,1.80938004e-06,2.02522428e-06,1.62173268e-06,-2.5106076e-06
"CPE",5.741529e-05,-3.2394736e-05,4.72065995e-06,-3.153757e-05,8.358038e-07,1.08472905e-05,4.0284536e-05,8.894153e-05,1.8325554e-05,-0.00010912232,3.14582085e-05,3.36143075e-05
"PEBP1",0,0,0,0,0,0,0,0,0,0,0,0
"FKBP10",-7.5397608e-06,2.4992088e-05,2.7105672e-06,7.8204192e-06,1.7194056e-05,1.17927876e-05,1.00800876e-05,3.2154012e-06,3.3454344e-05,1.2252636e-05,1.521696e-05,3.6578652e-06
"MARK2",7.5974598e-09,8.3783646e-09,-1.3035897e-08,1.49737248e-08,3.0819366e-08,-3.9563802e-09,1.19308626e-08,1.706427e-08,2.5631316e-09,-1.9119888e-08,1.48376286e-08,1.32234606e-08
"TRY5",1.4649627e-05,-2.190506e-05,6.7982785e-06,-4.8735985e-06,-3.3637825e-05,-5.1722765e-05,2.5327215e-05,-2.695584e-06,-3.6778545e-06,8.6468485e-06,-3.5208615e-05,-1.7350328e-05
"PRM1",0,0,0,0,0,0,0,0,0,0,0,0
"CDK16",-7.86033768e-06,-7.34955528e-06,-1.01614986e-05,-8.70659492e-06,-7.5993699e-06,-1.36070348e-05,-1.6077792e-05,-1.18324072e-06,-3.44604806e-06,-1.01794586e-05,-3.96068288e-06,-4.95868416e-06
"RRP1",-1.62061965e-07,-7.292103e-08,-1.1032554e-07,-3.67653e-07,-1.6370562e-07,-2.8788045e-07,-2.131116e-07,-2.8810665e-07,3.23349e-08,-3.3964515e-07,4.836039e-08,5.093517e-08
"SLC2A4",1.09086682e-05,1.32198646e-05,2.0903644e-05,-6.5775182e-06,3.1557964e-05,4.0071326e-05,6.1129264e-06,1.57586498e-05,2.7413244e-05,1.71705738e-05,3.9323752e-06,-9.7953618e-06
"MPO",-0.000599970692187,-0.00344827179027,-7.96650553449e-05,3.60092530341e-05,-0.00125910199449,-9.65984090148e-05,0.000407404850751,0.000531645846192,-0.000291567773133,0.00124191836946,-0.001091577490407,-0.0001060494027813
"ITM2C",-6.2941067e-05,0.000115089282,0.000163364929,8.4415254e-05,0.000109732105,5.96760486e-05,5.91231984e-06,-6.429983e-05,4.817036e-05,-8.4285047e-05,2.48831184e-05,9.9030211e-07
"EIF3H",-1.5039102e-06,1.7868654e-05,2.1708918e-05,1.8576456e-05,9.7484994e-07,-1.6196922e-06,4.7792022e-06,-1.17486852e-06,2.0425656e-05,4.9080804e-06,9.5505936e-06,1.7580096e-06
"HNRNPH2",2.7491499e-06,1.4416731e-06,-2.2344147e-06,-6.8247543e-07,1.7446548e-06,-1.12004151e-06,-8.9291622e-07,6.2064282e-07,9.9730239e-07,-1.02275103e-06,-6.907677e-07,3.3255663e-06
"SCD1",0,0,0,0,0,0,0,0,0,0,0,0
"NDUFV1",-2.4318072e-06,-4.979556e-06,-4.68414e-06,-3.935484e-06,-1.254186e-06,-4.135356e-06,-1.9139724e-06,-3.686364e-06,-4.751676e-06,-4.549824e-06,-1.242288e-06,-5.400252e-07
"KAP",0,0,0,0,0,0,0,0,0,0,0,0
"COX6C",-3.5490288e-05,5.0677188e-05,2.4015036e-05,4.6426512e-05,9.540492e-06,-1.9543146e-06,1.34148696e-05,6.6204672e-06,1.55613216e-05,-6.2903712e-05,1.67023056e-05,1.4982108e-05
"MARCKS",0.00038558647288,7.5098567212e-05,0.00016276929296,0.00021209649136,1.457323168e-05,-0.00026445890788,0.00019538121432,5.39597965e-05,0.00019706163452,-0.000150485879,5.967910992e-05,0.00013911002272
"MAP2K2",6.4548139e-09,-1.11097193e-09,1.9591599e-10,-9.6396504e-09,3.19390211e-09,-4.9998352e-09,-1.19069721e-09,4.0543997e-09,7.8777738e-10,-6.5984389e-09,1.86251368e-09,3.52868241e-09
"CARHSP1",1.8547812e-07,1.631772e-06,1.7825292e-06,1.8614556e-06,6.8440032e-07,2.2575888e-07,8.205624e-07,6.4357632e-07,1.2436308e-06,5.2973136e-07,9.5604084e-07,1.46097e-06
"ISYNA1",-1.26898056e-05,1.57187728e-06,-5.424364e-06,-6.39158e-06,-1.76859008e-06,-4.55318152e-06,-7.3927608e-06,-5.5390928e-06,1.1898416e-06,-1.05116664e-06,-1.118496e-05,-2.34112632e-06
"TUBB3",-6.4098348e-05,-8.26211655e-05,-6.03912555e-05,-7.10172705e-05,-3.66614799e-05,-3.954854415e-05,-2.641350825e-05,-1.46247012e-05,-5.8174587e-05,-5.18634675e-05,-1.837643055e-05,-1.073615295e-05
"RPL7",2.64969519e-07,5.6617068e-07,3.8043936e-07,4.7147103e-07,8.8938684e-08,1.92017736e-07,2.60416071e-07,1.60857873e-07,5.7822552e-07,1.04393355e-08,5.0769657e-07,4.4250009e-07
"ATP5G2",0,0,0,0,0,0,0,0,0,0,0,0
"HERPUD2",7.5835017e-07,1.59949503e-07,-1.91360538e-07,3.56186259e-07,4.32846972e-07,5.2713333e-07,5.8287879e-07,8.3496861e-07,3.69624681e-07,-2.85119856e-07,9.469152e-07,8.7518286e-07
"LCP1",-5.667552e-06,-4.4647515e-06,-9.8894235e-06,-9.431169e-06,-2.5781085e-06,-8.724903e-07,-7.6624845e-06,-2.495856e-05,-1.984686e-05,8.464401e-06,-8.584917e-06,-1.160049e-05
